ResourceID1;ResourceLabel1;ResourceID2;ResourceLabel2;ObjectID;ObjectName;FirstTS;LastTS;MedTS
11;Dennis Hugh;19;Viv Aldi;2;Daily Standup 2;1/03/2022 10:30:00;1/03/2022 11:00:00;1/03/2022 10:30:00
11;Dennis Hugh;17;Michelle Davids;2;Daily Standup 2;1/03/2022 10:30:00;1/03/2022 11:00:00;1/03/2022 10:30:00
17;Michelle Davids;19;Viv Aldi;2;Daily Standup 2;1/03/2022 10:30:00;1/03/2022 11:00:00;1/03/2022 10:30:00
5;Angelo Michel;14;Jef Mendel;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
5;Angelo Michel;6;Berry Halle;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
5;Angelo Michel;18;Tom Washing;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
5;Angelo Michel;7;Caroll Lewis;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
14;Jef Mendel;18;Tom Washing;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
3;An Iston;5;Angelo Michel;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
3;An Iston;14;Jef Mendel;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
3;An Iston;6;Berry Halle;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
3;An Iston;18;Tom Washing;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
3;An Iston;7;Caroll Lewis;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
6;Berry Halle;14;Jef Mendel;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
6;Berry Halle;18;Tom Washing;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
6;Berry Halle;7;Caroll Lewis;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
7;Caroll Lewis;14;Jef Mendel;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
7;Caroll Lewis;18;Tom Washing;3;Daily Standup 3;1/03/2022 11:00:00;1/03/2022 11:30:00;1/03/2022 11:00:00
5;Angelo Michel;14;Jef Mendel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
5;Angelo Michel;8;Christie Agath;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
5;Angelo Michel;10;Dave Alanies;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
5;Angelo Michel;13;Hugo Victor;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
5;Angelo Michel;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
5;Angelo Michel;7;Caroll Lewis;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
14;Jef Mendel;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;5;Angelo Michel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;14;Jef Mendel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;8;Christie Agath;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;10;Dave Alanies;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;13;Hugo Victor;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
1;Adam Douglas;7;Caroll Lewis;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
8;Christie Agath;14;Jef Mendel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
8;Christie Agath;10;Dave Alanies;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
8;Christie Agath;13;Hugo Victor;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
8;Christie Agath;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
10;Dave Alanies;14;Jef Mendel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
10;Dave Alanies;13;Hugo Victor;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
10;Dave Alanies;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
13;Hugo Victor;14;Jef Mendel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
13;Hugo Victor;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
7;Caroll Lewis;14;Jef Mendel;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
7;Caroll Lewis;8;Christie Agath;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
7;Caroll Lewis;10;Dave Alanies;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
7;Caroll Lewis;13;Hugo Victor;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
7;Caroll Lewis;15;Martin Stevenson;1;Daily Standup 1;3/03/2022 10:00:00;3/03/2022 10:30:00;3/03/2022 10:00:00
5;Angelo Michel;19;Viv Aldi;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
5;Angelo Michel;11;Dennis Hugh;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
5;Angelo Michel;17;Michelle Davids;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
4;An Millic;5;Angelo Michel;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
4;An Millic;19;Viv Aldi;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
4;An Millic;11;Dennis Hugh;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
4;An Millic;17;Michelle Davids;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
11;Dennis Hugh;19;Viv Aldi;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
11;Dennis Hugh;17;Michelle Davids;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
17;Michelle Davids;19;Viv Aldi;2;Daily Standup 2;3/03/2022 10:30:00;3/03/2022 11:00:00;3/03/2022 10:30:00
5;Angelo Michel;14;Jef Mendel;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
5;Angelo Michel;6;Berry Halle;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
5;Angelo Michel;18;Tom Washing;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
14;Jef Mendel;18;Tom Washing;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
3;An Iston;5;Angelo Michel;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
3;An Iston;14;Jef Mendel;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
3;An Iston;6;Berry Halle;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
3;An Iston;18;Tom Washing;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
6;Berry Halle;14;Jef Mendel;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
6;Berry Halle;18;Tom Washing;3;Daily Standup 3;3/03/2022 11:00:00;3/03/2022 11:30:00;3/03/2022 11:00:00
5;Angelo Michel;14;Jef Mendel;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
5;Angelo Michel;8;Christie Agath;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
5;Angelo Michel;10;Dave Alanies;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
5;Angelo Michel;13;Hugo Victor;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
5;Angelo Michel;15;Martin Stevenson;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
14;Jef Mendel;15;Martin Stevenson;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
1;Adam Douglas;5;Angelo Michel;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
1;Adam Douglas;14;Jef Mendel;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
1;Adam Douglas;8;Christie Agath;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
1;Adam Douglas;10;Dave Alanies;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
1;Adam Douglas;13;Hugo Victor;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
1;Adam Douglas;15;Martin Stevenson;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
8;Christie Agath;14;Jef Mendel;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
8;Christie Agath;10;Dave Alanies;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
8;Christie Agath;13;Hugo Victor;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
8;Christie Agath;15;Martin Stevenson;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
10;Dave Alanies;14;Jef Mendel;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
10;Dave Alanies;13;Hugo Victor;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
10;Dave Alanies;15;Martin Stevenson;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
13;Hugo Victor;14;Jef Mendel;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
13;Hugo Victor;15;Martin Stevenson;1;Daily Standup 1;4/03/2022 10:00:00;4/03/2022 10:30:00;4/03/2022 10:00:00
5;Angelo Michel;19;Viv Aldi;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
5;Angelo Michel;11;Dennis Hugh;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
5;Angelo Michel;17;Michelle Davids;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
4;An Millic;5;Angelo Michel;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
4;An Millic;19;Viv Aldi;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
4;An Millic;11;Dennis Hugh;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
4;An Millic;17;Michelle Davids;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
11;Dennis Hugh;19;Viv Aldi;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
11;Dennis Hugh;17;Michelle Davids;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
17;Michelle Davids;19;Viv Aldi;2;Daily Standup 2;4/03/2022 10:30:00;4/03/2022 11:00:00;4/03/2022 10:30:00
5;Angelo Michel;14;Jef Mendel;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
5;Angelo Michel;6;Berry Halle;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
5;Angelo Michel;18;Tom Washing;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
14;Jef Mendel;18;Tom Washing;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
3;An Iston;5;Angelo Michel;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
3;An Iston;14;Jef Mendel;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
3;An Iston;6;Berry Halle;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
3;An Iston;18;Tom Washing;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
6;Berry Halle;14;Jef Mendel;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
6;Berry Halle;18;Tom Washing;3;Daily Standup 3;4/03/2022 11:00:00;4/03/2022 11:30:00;4/03/2022 11:00:00
5;Angelo Michel;14;Jef Mendel;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
5;Angelo Michel;8;Christie Agath;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
5;Angelo Michel;10;Dave Alanies;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
5;Angelo Michel;13;Hugo Victor;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
5;Angelo Michel;15;Martin Stevenson;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
14;Jef Mendel;15;Martin Stevenson;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
1;Adam Douglas;5;Angelo Michel;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
1;Adam Douglas;14;Jef Mendel;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
1;Adam Douglas;8;Christie Agath;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
1;Adam Douglas;10;Dave Alanies;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
1;Adam Douglas;13;Hugo Victor;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
1;Adam Douglas;15;Martin Stevenson;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
8;Christie Agath;14;Jef Mendel;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
8;Christie Agath;10;Dave Alanies;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
8;Christie Agath;13;Hugo Victor;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
8;Christie Agath;15;Martin Stevenson;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
10;Dave Alanies;14;Jef Mendel;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
10;Dave Alanies;13;Hugo Victor;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
10;Dave Alanies;15;Martin Stevenson;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
13;Hugo Victor;14;Jef Mendel;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
13;Hugo Victor;15;Martin Stevenson;1;Daily Standup 1;7/03/2022 10:00:00;7/03/2022 10:30:00;7/03/2022 10:00:00
5;Angelo Michel;19;Viv Aldi;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
5;Angelo Michel;11;Dennis Hugh;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
5;Angelo Michel;17;Michelle Davids;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
4;An Millic;5;Angelo Michel;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
4;An Millic;19;Viv Aldi;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
4;An Millic;11;Dennis Hugh;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
4;An Millic;17;Michelle Davids;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
11;Dennis Hugh;19;Viv Aldi;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
11;Dennis Hugh;17;Michelle Davids;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
17;Michelle Davids;19;Viv Aldi;2;Daily Standup 2;7/03/2022 10:30:00;7/03/2022 11:00:00;7/03/2022 10:30:00
5;Angelo Michel;14;Jef Mendel;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
5;Angelo Michel;6;Berry Halle;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
5;Angelo Michel;18;Tom Washing;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
14;Jef Mendel;18;Tom Washing;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
3;An Iston;5;Angelo Michel;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
3;An Iston;14;Jef Mendel;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
3;An Iston;6;Berry Halle;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
3;An Iston;18;Tom Washing;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
6;Berry Halle;14;Jef Mendel;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
6;Berry Halle;18;Tom Washing;3;Daily Standup 3;7/03/2022 11:00:00;7/03/2022 11:30:00;7/03/2022 11:00:00
5;Angelo Michel;14;Jef Mendel;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
5;Angelo Michel;8;Christie Agath;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
5;Angelo Michel;10;Dave Alanies;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
5;Angelo Michel;13;Hugo Victor;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
5;Angelo Michel;15;Martin Stevenson;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
14;Jef Mendel;15;Martin Stevenson;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
1;Adam Douglas;5;Angelo Michel;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
1;Adam Douglas;14;Jef Mendel;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
1;Adam Douglas;8;Christie Agath;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
1;Adam Douglas;10;Dave Alanies;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
1;Adam Douglas;13;Hugo Victor;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
1;Adam Douglas;15;Martin Stevenson;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
8;Christie Agath;14;Jef Mendel;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
8;Christie Agath;10;Dave Alanies;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
8;Christie Agath;13;Hugo Victor;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
8;Christie Agath;15;Martin Stevenson;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
10;Dave Alanies;14;Jef Mendel;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
10;Dave Alanies;13;Hugo Victor;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
10;Dave Alanies;15;Martin Stevenson;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
13;Hugo Victor;14;Jef Mendel;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
13;Hugo Victor;15;Martin Stevenson;1;Daily Standup 1;8/03/2022 10:00:00;8/03/2022 10:30:00;8/03/2022 10:00:00
5;Angelo Michel;19;Viv Aldi;2;Daily Standup 2;8/03/2022 10:30:00;8/03/2022 11:00:00;8/03/2022 10:30:00
5;Angelo Michel;11;Dennis Hugh;2;Daily Standup 2;8/03/2022 10:30:00;8/03/2022 11:00:00;8/03/2022 10:30:00
